Disease ,Gender,Below Ten,Sym1,Sym2,Sym3,Sym4,Sym5,Sym6,Sym7,Sym8,Sym9,Sym10,Sym11,Sym12,Sym13,Sym14,Sym15
Lupus Erythematosus - Systemic,Male,common,Lethargy,Anorexia,Lameness,Lesions,Fever,Weakness,sequential rather than concurrent,Swollen,painful joints,Swollen but not deformed,Lesions,Erythema,Scaling,Ulceration,Depigmentation
FibrosarComa Gingiva,Both,common,Oral Bleeding,Traces of blood in saliva,Difficulty chewing and eating,Difficulty swallowing,Lymph node,Drooling,Facial swelling,Growth or growths in mouth,Persistent Halitosis,Unexplained weight loss,,,,,
Canine Parvovirus Infection ,Both,common,Diarrhea,Anorexia,Vomiting,Weight loss,shock-like state,In breeding kennels,several littermate pups,minimal,Dehydration,abdominal discomfort,Often there is severe hemorrhagic diarrhean,Fluid-filled intestinal,Vomiting,fever,
Coccidiosis ,Both,Below Five,Watery-to-mucoid,sometimes blood-tinged,Diarrhea,Vomiting,abdominal discomfort,Inappetance,Weak puppies and kittens,Immunocompromised animals,,,,,,,
Salmon Poisoning Disease,Both,common,Vomiting,Diarrhea,Fever,Loss of Appetite,Lymph node,Weakness,Depression,Discharge from the eyes or nose,Dehydration,,,,,,
Marijuana Toxicosis ,Both,common,Ingestion,May begin in minutes following inhalation,Ataxia and Incoordination,Hypersalivation,Vomiting,glazed eyes,Mydriasis,Depression,hypothermia,trembling,urinary incontinence,Bradycardia,Hypotension and Coma,Nystagmus,Vocalization
Insulinoma,Both,Below Five,Lack of coordination,Confusion,Lack of alertness,Changes in behavior,Weakness,Disturbance of vision,Muscle degeneration,Decrease in reflex of appendages,Seizures,Collapse,Coma,Death,,,
Heartworm Disease,Male,common,Fatigue after moderate activity,Decreased appetite,Weight loss,Swollen belly,Persistent Coughing,Reluctance to exercise,,,,,,,,,
Incontinence-Fecal,Both,common,Diarrhea,Defecating while walking or sleeping,Dragging hind end on the rug or floor,Bloating,Gas,Loss of muscle tone in the anal area,Aggravation,Inability to wag tail,,,,,,,
Myocarditis ,Both,common,myocardial involvement,arrhythmias,Systemic illness,Coughing,Exercise intolerance,CHF,Weakness,Concurrent systemic manifestations,antineoplastic,Gallop rhythm or murmur,,,,,
Pyelonephritis,Both,common,Maybe Asymptomatic,Polyuria or Polydipsia,Abdominal or lumbar pain,Signs associated with lower urinary tract,infection,Dysuria,Pollakiuria,periuria Stranguria,MalOdorous,Pain upon palpation of kidneys,Fever,,,,
Maternal Behavior Problems ,Female,Below Five,Deficient Maternal Behavior,Absent maternal behavior,Abnormal Maternal Behavior,Maternal Aggression,Excessive Maternal Behavior,,,,,,,,,,
Dystocia,Female,Below Five,Drooling,Gagging,Ravenous appetite,swallowing,Swallowing,Nasal discharge,Coughing,Regurgitation,Painful swallowing,Anorexia,weight loss,,,,
Diarrhea-Chronic,Both,common,Weight loss,Vomiting,Abnormally large volume of feces,Frequency of defecation increases,Gaseous sounds from the gut,Black and tarry stool,Very hearty appetite,Abnormally smaller volume of feces,Frequency of defecation increases,Bright and red blood,Straining to defecate and urgency to defecate,Pain while defecating,Gaseous sounds from the gut,,
Mast Cell Tumors ,Both,common,Lipomas,Regional edema,lymphadenopathy,intermittent,Systemic illness,Vomiting,Anorexia,Weight loss,,,,,,,
Ethylene Glycol Toxicosis,Both,Below Ten,Lethargy,Vomiting,Incoordination,Excessive urination,Excessive thirst,Hypothermia,Low body temperature,Seizures,Coma,,,,,,
Diabetic Hepatopathy,Male,common,Weight loss,Thirst,Lethargy,yellowish tone most visible in the eyes,Depression,Hypersalivation,Vomiting,Diarrhea,Lesions,,,,,,
Mycotoxicosis?Tremorgenic Toxins ,Both,common,Vomiting,hyperresponsive to external stimuli,Panting,Hyperactivity,Vomiting,ataxia,Incoordination,Weakness,Tachycardia,rigidity,Seizures,may lead to hyperthermia,Hypoglycemia,Dehydration,depression
Baylisascariasis ,Both,common,Intestinal form-none,Weakness,ataxia,dysphagia,circling,recumbency,,,,,,,,,
Ophthalmia Neonatorum ,Both,Below Five,Swollen eyelids,Red eyes,outward bulge,lost vision,Collapse,corneal adhesions,uicerated cornea,perforated cornea,mucoid discharge from eyelids,,,,,,
Drowning,Both,Below Ten,Labored or open-mouthed breathing,Apnea,Irregular breathing,Posture changes,Weak pulse,Loss of consciousness,Hypothermia,Cyanosis,changes in the color of mucous membranes,Pulmonary edema,fluid in the lungs,Acidosis,Coughing,Vomiting,
Endocarditis-Infective,Male,Below Ten,Difficulty breathing,Exercise intolerance,Lethargy,Weight loss,High systolic blood pressure,General malaise,Fever,Lameness,Painful or Swollen joints,Urinary or vaginal infection,Blood or pus in the urine,Vomiting,Seizures,Behavioral changes,
Paraproteinemia,Both,common,Weakness,Lameness,paresis,Epistaxis or gingival Bleeding,Petechiae or ecchymoses,Blindness or retinal Hemorrhage,Polyuria and Polydipsia,Seizures,,,,,,,
Hypermagnesemia,Both,common,Nausea,Vomiting,Weakness,Lowered heart rate,Paralysis,Depression,Poor reflexes,Depression,Cardiac arrest,Coma,,,,,
ChondrosarComa - Nasal and Paranasal Sinus ,Both,common,Bilateral epistaxis,Sneezing,stertorous breathing,Facial deformity,Decreased appetite,Seizures,behavior changes,,,,,,,,
Polypoid Cystitis,Both,Below Ten,Hematuria is the most common sign,Gross Hematuria,Dysuria,Urethral obstruction,Polyps originating,surround the ureteral orifice,Urinary tract infection,,,,,,,,
Lymphoma - Cutaneous Epitheliotropic ,Both,Below Fifteen,Chronic,inflammatory dermatoses,Pruritus,Erythema,Scaling,Depigmentation,Alopecia,Erythema,erosion,Ulceration affecting mucocutaneous,erythematous,Oral mucosal Ulceration,limited to the mucocutaneous junctions,Swelling,Vomiting
Head Tilt,Both,Below Five,Circling or Leaning,Eyeball moving around,Not being able to focus,Lack of coordination,Vomiting,Nausea,Loss of Appetite,,,,,,,,
Dermatomyositis,Both,common,Lesions,Lesions,Lesions,tip of tail or pressure points,Muscle atrophy,Weakness,Mega-esophagus,,,,,,,,
Myasthenia Gravis ,Both,common,Regurgitation,Vomiting,Voice change,Weakness,Collapse,Weakness,Sleep with eyes open,may look normal at rest,Drooling,repeated attempts at swallowing,Muscle atrophy,Dyspnea with aspiration pneumonia,Fatigue,behavioral changes,eye blinking
Leukemia - Chronic Lymphocytic ,Both,common,often no clinical signs of illness,Lethargy,Decreased appetite,Weight loss,Lymphadenomegaly,Splenomegaly,Fever,Polydipsia and polyuria,,,,,,,
Mastitis ,Both,common,Anorexia,LethargyNeglect of puppies or kittens,Failure of puppies or kittens to thrive,Firm,Swollen,Warm and painful,Fever,Dehydration and septic shock,Abscessation or gangrene of glands,,,,,,
Otitis Media and Interna ,Both,common,headshaking,Odor,redness of the skin,swelling,scratching,increased discharge,Scaly skin,ear canal painful,itchy,,,,,,
Oral Ulceration,Both,common,Halitosis,Gingivitis,Pharyngitis,Buccitis-buccal mucosal Ulceration,Ptyalism,Pain,Anorexia,Mucosal Ulceration,Plaque,,,,,,
Smoke Inhalation,Both,common,Coughing,Red and irritated eyes,Weakness,Difficulty breathing,swelling,Foaming at the math,Seizures,Burns to the skin and eyes,Singed or burnt hair,Vomiting,Abnormal behavior,,,,
Carnitine Deficiency ,Both,Below Ten,carnitine deficiency can be diverse,produce energy from fatty acids,muscle pain,Weakness,Exercise intolerance,Lethargy,,,,,,,,,
Hypomyelination,Both,common,Inability to walk or stand,Incoordination,Shaking,Tremors that worsen with activity,Difficulty running or jumping,Lameness,Incontinence,Lack of coordination,Muscle wasting,Odd gait,Partial paralysis,Sores on top of the feet,,,
Congestive Heart Failure Right-Sided ,Both,common,Weakness,Lethargy,Exercise intolerance,Abdominal distension,Dyspnea,tachypnea,,,,,,,,,
Myopathy - Focal Inflammatory ,Both,common,Masticatory,Chronic,inability to pick up a ball or get food into the mouth,acutely Swollen muscles,progressive Muscle atrophy,Extraocular Bilateral exophthalmos,marked jaw pain with manipulation and trismus,acute muscle swelling with exophthalmos,Muscle atrophy with enophthalmos,anesthesia,Bilateral exophthalmos,,,,
Benzodiazepine and Other Sleep Aids Toxicosis ,Both,Below Five,Therapeutic use of drug,Lethargy,Ataxia,Sedation,Agitation,Depression,Ataxia,Sedation,Hypothermia,Agitation,Hyperthermia,Tachycardia,,,
Cervical Spondylomyelopathy,Both,common,Chronic,slowly progressive gait,Neck Pain,acute worsening,Neck Pain,illness,,,,,,,,,
Pancytopenia,Both,common,History reflects the underlying cause,Pallor,mucosal Bleeding,Repeated febrile,Weakness,Pale mucous membranes,Petechial Hemorrhages,Mucosal Hemorrhage,Fever,,,,,,
Vaginal Malformations and Acquired Lesions ,Female,Below Ten,Vulvar discharge,Excessive licking of vulva,Frequent or inappropriate urination,Stranguria or dyschezia,Urinary,incontinence,Attractive to males,Refuses mating,Mass at vulvar labia,Evidence of vaginal discharge,Recessed or hypoplastic vulva occasionally,,,,
Anemia - Immune-Mediated,Female,common,Weakness,Exercise intolerance,Dark red urine,tachypnea,Anorexia,Vomiting,,,,,,,,,
Hypoparathyroidism,Female,Below Five,Tiredness,Dry and rough skin,Coarse hair that breaks easily and can fall out,Tingling sensation,Twitching facial muscles,Muscle pains,Fingernails that break easily,,,,,,,,
Enamel Hypoplasia,Both,common,Digestive problems,Fever,Infection,Morbillivirus species infections,Nutritional deficiencies,One or more discolored teeth,Parasites,,,,,,,,
Rocky Mountain Spotted Fever,Both,common,poor appetite,non-specific muscle,Joint pain,fever,Coughing,Abdominal pain,Vomiting,Diarrhea,swelling of the face or legs,depression,,,,,
Hepatozoonosis,Both,Below Five,Fever,Depression,Weight loss,Muscle atrophy,Soreness,Stiffness,Eye discharge,Diarrhea,Joint pain,Generalized pain,,,,,
Legg-Calve-Perthes,Both,Below Ten,Lameness,weight-bearing occasionally leg is carried,Pain on manipulation of the hip,Crepitation of the joint,Atrophy of the thigh muscles,,,,,,,,,,
Lipoma ,Female,Below Ten,multiple Lipomas,Variable size amd shape and growth rate,Asymptomatic unless,Lipomas,abdominal cavity,Lipomas,intermuscular Lipomas,,,,,,,,
Polycythemia Vera,Both,Below Five,Depression,Anorexia,Weakness,Polydipsia and polyuria,Erythema,Dilated and tortuous retinal blood vessels,Uveitis,Acute Blindness,Splenomegaly and hepatomegaly,,,,,,
Electric Cord Injury,Both,common,Oral Ulcerations on the tongue,Singeing of the fur,Coughing,Abnormal rapid breathing,Open mouthed breathing,Blue tinged mucus membranes,Crackling sound when breathing,Excess salivation,Difficulty swallowing,Not wanting to lie down,,,,,
Neonatal Mortality,Both,common,Low birth weight,loss of weight and appetite,Weakness,Poor suckling,failure to receive response,Constantly vocal or restless or quiet and inactive later,Tendency to remain,separate from the dam and the rest of the litter,Low Agpar scores at birth,bluish ventral abdominal skin,Swollen red or purulentrumbilical,Gross anatomic defects,Hair coat,Dilated pupils,Respiratory distress
Hookworms,Both,common,Anemia,Pale gums,Weakness,Weight loss,Diarrhea,Itchy paws,Poor growth,Sudden death,Dry Coughing,,,,,,
Spider Venom Toxicosis?Brown Recluse,Both,common,pain,itchy,Skin lesion with a bulls eye effect,Swelling,Blister,Bruised,inflamed area spreading,Necrotic tissue around the bite,wound after the damaged tissue,Scab that may take months to heal,Thirst,Fever,Vomiting,Nausea,Anemia
Patellar Luxation,Both,Below Fifteen,limbing,Occasional skipping,Lameness,patella,patella can be manually displaced,extends the stifle joint,Patient intermittently carries,patella remains luxated most of the time,reluxation of the patella,patella is permanently luxated,shallow or missing femoral trochlea,crouching,bowlegged,Lameness,Pain
Laryngeal Diseases ,Both,Below Five,Panting,Exercise and heat intolerance,Noisy respiration,Change of voice,Occasional Coughing,inspiratory Respiratory distress,Collapse,Syncope,Polyneuropathy,polymyopathy,myasthenia gravis,Regurgitation,Weakness,Abnormal gait,noise breathing
Diarrhea- Antibiotic Responsive,Both,common,Diarrhea,Diarrhea,Loss of Appetite,Weight loss,Straining when having bowel movement,Intestinal sounds,Gas,,,,,,,,
Nasal discharge ,Both,common,Sneezing,Reverse Sneezing,Unilaterally,Stertor,noisy breathing especially when animal is sleeping,Response to previous antibiotic therapy,Secretions or dried,Concurrent dental,nasopharyngeal or lower airway disease,fourth premolar abscess,swelling,Depigmentation,Mandibular lymphadenomegaly neoplasia,fungal infection,Sneezing
Hypercapnia,Both,common,Death,High blood pressure,Dizziness,Irregular heartbeat,Rapid heart rate,Altered level of consciousness,Complete loss of consciousness,Coma,,,,,,,
Histiocytic Diseases,Male,common,Appetite loss,Swelling of the inner eye,Inflammation or edema,Lymph node,Muscle spasms,Fever,Depression,Lethargy,Appetite loss,Weight loss,Coughing,Vomiting,Diarrhea,Trouble breathing,
Cerebellar Hypoplasia ,Both,Below Ten,Symmetrical,head bobbing,limb Tremors,aggravated disappear during sleep,Cerebellar ataxia,wide-base stance,Dysmetria and disequilibrium,,,,,,,,
Bile Duct Obstruction,Both,Below Ten,Weight loss,Severe Jaundice,Hepatomegaly unless biliary cirrhosis,Cranial mass effect structures,Vague cranial abdominal discomfort,Acholic feces unless enteric Bleeding,Bleeding tendencies,severe bilirubinuria,,,,,,,
Myelodysplastic Syndromes ,Both,common,Lethargy,Exercise intolerance,Depression,Anorexia,Fever,Pale mucous membranes,Heart murmur due to anemia,,,,,,,,
Pododermatitis,Male,common,Environment and general husbandry,unsanitary conditions,Trauma,contact irritants,hookworms,atopic dermatitis,allergic contact dermatitis or irritant contact dermatitis,Lesions,Lesions,illness,Response to previous therapy,antibiotics,antifungals and corticosteroids,Infectious,Erythema
Myocarditis ,Both,common,myocardial involvement,arrhythmias,Systemic illness,Coughing,Exercise intolerance,CHF,Weakness,Concurrent systemic manifestations,antineoplastic,Gallop rhythm or murmur,,,,,
Corneal Opacities - Degenerations and Infiltrates ,Both,Below Ten,associated ocular or systemic disorders,Lipid,gray white or crystalline,can be band-shaped or irregular or circular,Calcium dense white to crystalline regular,superficial stroma,keratitis or Uveitis,Corneal vascularization,edema and pigmentation often present,With progression the cornea,,,,,
Housesoiling,Male,common,Stomach disorders,Licking the genital areas,Overexcitement,Acting fearful,Confusion,Anxiety,Urinary tract disorders,Bladder disorders,,,,,,,
Horner?s Syndrome,Both,common,Drooping of the eyelid,Constricted pupil of the affected eye,Sunken appearance of the affected eye,third eyelid,Vision may be impaired,,,,,,,,,,
Hyperosmolarity,Both,Below Ten,Lethargy,Vomiting,Weakness,Lack of appetite,Increased urination,Increased thirst,Urolithiasis,Stupor and Coma,,,,,,,
Canine Infectious Respiratory Disease ,Both,Below Ten,respiratory tract damage,Can be subclinical,mild or severe with pneumonia,Most viral,mycoplasmal,the infecting agents,Coughing,dry and hacking,moist and hacking,retching and expectoration of mucus,,,,,
Vestibular Disease - Geriatric ,Both,common,peripheral vestibular dysfunction,If vestibular signs are severe,Eye discharge,Sudden onset of imbalance,Disorientation,irregular eye movements,Vomiting,Head tilt mild to marked,directed toward the side of the lesion,erratic side-to-side head,Abnormal nystagmus common in early stages,either horizontal,abnormal nystagmus usually mild,Vomiting,Weakness
Whipworms,Both,Below Ten,Range from Asymptomatic to severe,Intermittent large bowel diarrhea,Diarrhea,Weight loss,eggs detectable in feces,Chronic,,,,,,,,,
Atherosclerosis ,Male,common,Lethargy,Anorexia,Weakness,Dyspnea,Collapse,Vomiting,Diarrhea,,,,,,,,
Disseminated Intravascular Coagulation,Both,common,Excessive sleepiness,Weakness,red spots from Bleeding into the skin,Bruising,Pale gums and other mucous membranes,Jaundice,yellowing of skin,Bloody,Vomiting,Bloody,Rapid heart rate and respirations,Swelling,,,
Hepatic Encephalopathy,Both,common,Seizures,Hysteria,Pacing,Aggression,Staggering,Tremors,Walking in circles,Sudden Blindness,Diarrhea,Drooling,Weight loss,Sleepiness,Apathy,Compulsive behavior,Vomiting
Hepatic Encephalopathy,Both,Below Five,Seizures,Hysteria,Pacing,Aggression,Staggering,Tremors,Walking in circles,Sudden Blindness,Diarrhea,Drooling,Weight loss,Sleepiness,Apathy,Compulsive behavior,Vomiting
Pediatric Behavior Problems and trainning ,Male,common,PlayBiting,The pet bites hands or legs and clothing,Bites are usually inhibited,Growling,spontaneous,Getting on Counters or Furniture,The pet gets on furniture and counters,furniture during play to get attention or to rest,,,,,,,
Ameloblastoma ,Both,common,Bloody,Drooling,Tooth pain,Difficulty eating and drinking,Refusing food,Pawing at the mouth or face,Chewing on one side of the mouth,Loose teeth,Lymph node,,,,,,
Carcinoid and Carcinoid Syndrome ,Both,Below Ten,Anorexia,Vomiting,Dyschezia,Melena,Collapse,Ascites,Weight loss,Signs of hepatic failure,carcinoid syndrome that occurs,,,,,,
Squamous Cell Carcinoma-Tongue,Female,common,Drooling,Bleeding from the mouth,Facial swelling,Difficulty chewing,Bad breath,Halitosis,Loose teeth,Small white growth on the tongue,resembling warts,,,,,,
Hyperadrenocorticism,Female,Below Fifteen,Increased urination,Excessive Panting,Increased thirst,Thin or fragile skin,Hair loss,Increased appetite,Reduced activity,Recurrent skin infections,Enlargement of the abdomen,,,,,,
Blepharitis ,Both,common,Serous,mucoid,mucopurulent ocular discharge,Blepharospasm,Eyelid hyperemia,edema,thickening,Pruritus,Excoriation,Depigmentation,Alopecia,Swollen,cream-colored meibomian glands,Elevated,Dry eye
Deafness,Both,common,Difficulty localizing sound,change in attentiveness,Appear unresponsive to everyday sounds,Appear unresponsive to his or her name,Be difficult to rouse from sleep,Often they are easily startled,Bark excessively,Fail to respond to familiar verbal commands,Be difficult to rouse from sleep,Be less active,,,,,
Hyponatremia,Both,common,Loss of Appetite,Lack of energy,Seizures,Vomiting,Less alert,Disorientation,Lowered muscle strength,,,,,,,,
Carcinoid and Carcinoid Syndrome ,Both,Below Ten,Melena,Collapse,Vomiting,Anorexia,Dyschezia,Ascites,Weight loss,Signs of hepatic failure,carcinoid syndrome that occurs,,,,,,
Prostatitis and Prostatic Abscess,Male,common,Lethargy,Anorexia,Tenesmus,Dysuria,Pyrexia,Pain at prostatic or caudal abdominal palpation,Sanguineous urethral discharge,Stiff hindlimb gait,Septic shock,,,,,,
Vaginal Discharge ,Both,common,Discharge from the vulva,Licking,Scooting,Postpartum,Recent estrus with pyometra,Hemorrhagic discharge,Vomiting,Vaginal discharge that may be serosanguinous,purulent,lochial,hemorrhagic,mucoid or urinous,,,
Salmonellosis,Female,Below Five,Nausea,Abdominal pain,Fever,Diarrhea,Vomiting,Lethargy,Dehydration,Loss of Appetite,Depression,Decreased activity,,,,,
Hypopituitarism,Both,Below Five,Hair loss on sides,No permanent teeth,Small penis and testicles,Irregular or no heat cycles,Lethargy,Mental deterioration,Weight loss,Death,Thin and hypotonic skin,,,,,,
Hypertrophic Osteodystrophy,Male,common,Lameness,Depression,Warm,Swollen metaphyses,Fever-as high as 106� F,Lack of appetite,Weight loss,Dehydration,Diarrhea,Possible pneumonia,,,,,
Diisocyanate Glue Toxicosis,Both,Below Five,Lethargy,Vomiting,hematemesis,Abdominal distension,Abdominal pain,Lack of appetite,Drooling,Coughing,Sneezing,,Irritation,redness and rash,,,
Hypertrophic Osteopathy,Both,common,Thickening of limbs,Lameness,Pain with palpation and movement,Coughing,Lack of appetite,Weight loss,Blood in urine,,,,,,,,
Polyphagia,Both,common,Eating more frequently or a greater,quantity than normal,Excessive food-seeking and food-stealing,behaviors possible,Weight loss,exocrine pancreatic insufficiency,diabetes mellitus,hyperthyroidism,underlying medical problem,,,,,,
Adenocarcinoma - Skin ,Female,Below Ten,Firm,raised,Lesions,Bleeding,Apocrine sweat gland,Sebaceous gland,,,,,,,,,
Ovarian Remnant Syndrome,Male,common,Vocalization,Lordosis,Restlessness,Head rubbing,Rolling,Tail deviation and treading the hind limbs,Attraction of male dogs,Swelling of the vulva,Mucoid to sanguineous vaginal discharge,Passive interaction with male dogs,Flagging,May allow copulation,,,
Mycotoxicosis?Tremorgenic Toxins ,Both,common,Vomiting,hyperresponsive to external stimuli,Panting,Hyperactivity,Vomiting,ataxia,Incoordination,Weakness,Tachycardia,rigidity,Seizures,may lead to hyperthermia,Hypoglycemia,Dehydration,depression
Neutropenia ,Both,Below Five,Lethargy,Weakness,febrile but normothermia does not rule out infection,Tachycardia,injected mucous membranes,weak pulses,Gray collies,fever,Diarrhea,Gingivitis,respiratory infection,lymphadenitis,A dog with heat stroke,Bleeding,fever
Epididymitis and Orchitis,Both,Below Five,Pain,Swelling of the testes,Swelling of the scrotum,Swelling of the epididymides,Lesions,Abnormal masses in the scrotum,Scrotal dermatitis,,,,,,,,
Cryptococcosis ,Both,common,Lethargy,White eye,Neurologic,Seizures,ataxia,paresis,periorbital swelling,Blindness,Skin Ulceration,lymphadenopathy,Vomiting,,,,
Fiber-Responsive Large Bowel Diarrhea,Both,Below Ten,Hematochezia,Excess fecal mucus,Tenesmus,Abdominal pain,Vomiting,,,,,,,,,,
Hepatocellular Carcinoma,Both,common,Decreased appetite,Weight loss,Lethargy,Abdominal distention,Mass can be felt in the stomach,Vomiting,Excessive thirst,Frequent urination,Diarrhea,Jaundice,Ascites,Gastrointestinal Bleeding,Ulcers,Seizures,Coma
Colitis and Proctitis ,Both,common,Fecal consistency,small fecal volume,Tenesmus,Increased fecal mucus,Occasional dyschezia,Vomiting,Weight loss,colonic lymphoma,histoplasmosis,pythiosis,,,,,
Staphylococcal Infections,Both,Below Fifteen,peeling of skin,Red and inflamed skin,Pain,Excessive itching or chewing or licking,Lesions,Infections of the eyes,,,,,,,,,
Blepharitis ,Both,common,Serous,mucoid,mucopurulent ocular discharge,Blepharospasm,Eyelid hyperemia,edema,thickening,Pruritus,Excoriation,Depigmentation,Alopecia,Swollen,cream-colored meibomian glands,Elevated,Dry eye
Snake Venom Toxicosis?Pit Vipers,Both,common,Visible bite marks,Pain,Swelling,Agitation,Breathing trouble,Vomiting,Diarrhea,Dizziness,Extreme sleepiness,Trouble walking,Fainting,Shock,Death,,
Staphylococcal Infections,Both,common,Red and inflamed skin,Lesions,Pain,Infections of the eyes,Excessive itching or chewing or licking,peeling of skin,,,,,,,,,
Myopathy - Noninflammatory - Metabolic ,Both,common,Weakness,Exercise intolerance,Cramping,Collapse,Regurgitation,Esophageal and pharyngeal abnormalities,Dark urine,myoglobinuria,hemoglobinuria,Encephalopathy,Vomiting,Weakness,Stiffness,,
Nocardiosis ,Both,Below Ten,Depends on the site of infection,Pleural,pyothorax,resulting in dyspnea,Fever,Cutaneous,Chronic,Non-healing wounds,often accompanied by fistulous tracts,may result in lymphadenopathy,Lymph node,Disseminated,Weight loss,fever,Depression
Schwannoma,Both,common,Drooping eye,Weakness,Pain,Lack of muscle control,Atrophy,Difficulty walking,Swelling,,,,,,,,
Papillomatosis,Both,Below Ten,Cutaneous papillomas,pedunculated fronds of epithelium,Canine papillomavirus most often oral mucosa,hard palate,epiglottis,may interfere with prehension,swallowing,Trauma results in Halitosis and Ptyalism,may be confined to genital or eyelid regions,Cutaneous inverted papillomas less,Multiple lesions,different papilloma,Multiple papillomas,Firm,lose pigmentation
Canine Infectious Respiratory Disease ,Both,common,mild or severe with pneumonia,Most viral,mycoplasmal,respiratory tract damage,Can be subclinical,the infecting agents,Coughing,dry and hacking,moist and hacking,retching and expectoration of mucus,,,,,
Compulsive Disorders ,Male,common,behaviors may be repetitive or static,freezing,anxiety or concurrent behavioral diagnoses,separation anxiety,fears,Aggression,history of stress,situations of high arousal or stress,identifiable triggers,Certain repetitive behaviors are expressed,Behavior may interfere with normal functioning,,,,
Glycogen Storage Disease,Both,Below Fifteen,Weakness,Chronic,Collapse,Lethargy,Enlarged liver,Lack of appetite,,,,,,,,,
Keratitis - Ulcerative ,Both,common,Chronic,Tearing,Squinting,Rubbing at eyes,Owners may report the appearance of a film,over the eye,prolapsed third eyelid,,,,,,,,
Glycogen Storage Disease,Both,Below Ten,Lack of appetite,Weakness,Collapse,Chronic,Lethargy,Enlarged liver,,,,,,,,,
Lymphoma ,Both,common,Multicentric,Anorexia,Lethargy,Vomiting,Diarrhea,Weight loss,fever,Polydipsia,Gastrointestinal,malabsorption,Mediastinal,Respiratory distress,,,
Compulsive Disorders ,Male,common,behaviors may be repetitive or static,freezing,anxiety or concurrent behavioral diagnoses,separation anxiety,fears,Aggression,history of stress,situations of high arousal or stress,identifiable triggers,Certain repetitive behaviors are expressed,Behavior may interfere with normal functioning,,,,
Adderall Toxicity,Both,common,Drooling,Vomiting,Diarrhea,Panting,Agitation,Aggression,Sedation,Hypertension,Tremors,Seizures,Elevated heart rate,,,,
Ivermectin and Other Macrocyclic Lactones Toxicosis,Both,common,Lethargy,Ataxia,Hypersalivation,Tremors,Mydriasis,Blindness,Bradycardia,,,,,,,,
Pulmonic Stenosis,Both,Below Fifteen,Abdominal distension,Dyspnea,Exertional Syncope,Exercise intolerance,Asymptomatic,Systolic murmur loudest over the left heart base,may radiate widely but particularly dorsally on left,Murmur midsystolic,Louder murmurs,Arrhythmias may occur,CHF,Ascites,jugular venous distension and tachypnea,,
Adenocarcinoma - Nasal,Both,Below Ten,Sneezing,Anorexia,Seizures,Nasal discharge,Facial deformity,Pain in the nose,Obstructive masses in the animal's nose,,,,,,,,
Prostatitis and Prostatic Abscess,Male,common,Lethargy,Anorexia,Tenesmus,Dysuria,Pyrexia,Pain at prostatic or caudal abdominal palpation,Sanguineous urethral discharge,Stiff hindlimb gait,Septic shock,,,,,,
Azotemia and Uremia,Both,Below Five,Weight loss,Anorexia,Reduced activity,Depression,Fatigue,Weakness,Vomiting,Diarrhea,Halitosis,Constipation,Polyuria,Changes in urine volume,Poor haircoat,,
Arthritis - Septic,Male,common,Lameness,Lethargy,Anorexia,May report previous Trauma,Joint pain and swelling,Localized joint heat,Decreased range of motion,Local lymphadenopathy,Fever,,,,,,
Narcolepsy and Cataplexy ,Both,Below Five,Fragmented sleep,loss of consciousness,Narcolepsy eye movements,muscular twitching,usually aroused by loud noises,petting or other external stimuli,,,,,,,,,
Nasal Dermatoses ,Both,common,Depigmentation,Hyperpigmentation,Erythema,Erosion or Ulceration vHemorrhage,Vesicles or Pustules,Crusts,Scarring,Alopecia,Nodules or plaques,,,,,,
Hepatic Failure- Acute,Both,Below Ten,Vomiting,Excessive thirst,Frequent urination,Diarrhea,Jaundice,Gastrointestinal Bleeding,Ulcers,Ascites,Disorientation or aimless wandering,Aggression,Drooling,Poor coordination,Blindness,Seizures,Coma
Myocardial Tumors,Both,common,Collapse,Abdominal distention,Exercise intolerance,Dyspnea,Anorexia,Vomiting,Diarrhea,Acute death,,,,,,,
Rodenticide Toxicosis?Bromethalin,Both,Below Fifteen,Lethargy,decreased consciousness,Weakness,hind limb paralysis,Tremors,Seizures,Coma,,,,,,,,
Adenocarcinoma - Stomach-Small and Large Intestine-Rectal,Both,common,Vomiting,Anorexia,Weight loss,hematemesis,Melena,borborygmus,Flatulence,,,,,,,,
Arthritis - Osteoarthritis ,Both,common,Stiffness,Lameness,difficulty getting up,Lethargy,Reluctance to run or jump or play,Weight gain,Irritability or changes in behavior,Pain when petted or touched,Difficulty posturing to urinate,Loss of muscle mass,,,,,
Congestive Heart Failure Left-Sided ,Both,Below Ten,Weakness,Coughing,Lethargy,Exercise intolerance,relieved by assuming a standing,sternal,,,,,,,,,
Proteinuria,Both,common,severity of proteinuria,glomerular proteinuria,Weight loss,acute dyspnea,pollakiuria,Abdominal distention,May have oral Ulceration,edema or cavitary effusion or changes in pulse quality,,,,,,,
ChondrosarComa - Oral ,Both,Below Fifteen,Visible mass involving the mandible,Halitosis,dysphagia,Hypersalivation,Bloody,Weight loss,,,,,,,,,
Blind Quiet Eye ,Both,common,Bumping into things,Unwillingness,Unresponsive to movements,around the house,Bumping into objects,Clumsy behavior,Reluctance to move,Impaired vision in dim light,,,,,,,
Staphylococcal Infections,Both,common,Lesions,Excessive itching or chewing or licking,Infections of the eyes,peeling of skin,Red and inflamed skin,Pain,,,,,,,,,
